"","filename","GOF.mean","GOF.SD","S1.mean","S1.SD","S2.mean","S2.SD","tracer_pair","tracers","error_threshold","score_threshold","nb_tracer","S1_CI_width","S2_CI_width","CI_width_sum","Manhattan_dist_median","Manhattan_dist_mean"
"1","0.25-0.75",0.994396504950495,0.00500921485788694,0.692325841584158,0.00705148776178853,0.307674158415842,0.00705148776178853,NA,"Record_3_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_peak_2",NA,80,3,0.180022240272168,0.180022240272168,0.360044480544335,0.0600664444444439,0.0597927612761271
"2","0.25-0.75",0.984899396039604,0.0565149077934449,0.68444600990099,0.0749550723996042,0.31555399009901,0.0749550723996042,NA,"Record_3_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_peak_2-Record_2_Sensitivity_component_1",NA,80,4,0.181272454869989,0.181272454869989,0.362544909739977,0.059354444444444,0.0755524246424638
"3","0.25-0.75",0.986612227722772,0.0683609511490121,0.685806128712871,0.070772519453763,0.314193871287129,0.070772519453763,NA,"Record_3_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_peak_2-Record_2_Sensitivity_component_1-Record_1_Peak_intensity_integrated_peak_1",NA,80,5,0.181061000459613,0.181061000459613,0.362122000919226,0.0582904444444439,0.0728321870187014
"4","0.25-0.75",0.988228217821782,0.0250337000100281,0.691665445544554,0.0226891998300845,0.308334554455446,0.0226891998300845,NA,"Record_3_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_peak_2-Record_2_Sensitivity_component_1-Record_1_Peak_intensity_integrated_peak_1-Record_1_Intensity_component_1",NA,80,6,0.180129365370924,0.180129365370924,0.360258730741849,0.058734444444444,0.0611135533553351
"5","0.25-0.75",0.986193673267327,0.0514140714628027,0.689726603960396,0.0393591417345651,0.310273396039604,0.0393591417345651,NA,"Record_3_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_peak_2-Record_2_Sensitivity_component_1-Record_1_Peak_intensity_integrated_peak_1-Record_1_Intensity_component_1-Record_1_Peak_intensity_integrated_peak_2",NA,80,7,0.180441379481161,0.180441379481161,0.360882758962322,0.058606444444444,0.0649912365236519
"6","0.25-0.75",0.987247683168317,0.0293128197606203,0.68934596039604,0.0259945387937239,0.31065403960396,0.0259945387937239,NA,"Record_3_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_peak_2-Record_2_Sensitivity_component_1-Record_1_Peak_intensity_integrated_peak_1-Record_1_Intensity_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Sensitivity_component_1",NA,80,8,0.180502200302914,0.180502200302914,0.361004400605829,0.061450444444444,0.0657525236523648
"7","0.25-0.75",0.987626108910891,0.0220727277833534,0.693350891089109,0.0196806654383946,0.306649108910891,0.0196806654383946,NA,"Record_3_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_peak_2-Record_2_Sensitivity_component_1-Record_1_Peak_intensity_integrated_peak_1-Record_1_Intensity_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Sensitivity_component_1-Record_2_Intensity_component_1",NA,80,9,0.179855106378864,0.179855106378864,0.359710212757727,0.0582904444444439,0.0577426622662262
"8","0.25-0.75",0.982354534653465,0.0621632752748058,0.688486069306931,0.0559962941420693,0.311513930693069,0.0559962941420693,NA,"Record_3_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_peak_2-Record_2_Sensitivity_component_1-Record_1_Peak_intensity_integrated_peak_1-Record_1_Intensity_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Sensitivity_component_1-Record_2_Intensity_component_1-Record_3_Peak_intensity_max_peak_1",NA,80,10,0.180639072694392,0.180639072694392,0.361278145388784,0.059678444444444,0.0674723058305826
"9","0.25-0.75",0.982639564356436,0.0599826710511321,0.687920514851485,0.0554109702993214,0.312079485148515,0.0554109702993214,NA,"Record_3_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_peak_2-Record_2_Sensitivity_component_1-Record_1_Peak_intensity_integrated_peak_1-Record_1_Intensity_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Sensitivity_component_1-Record_2_Intensity_component_1-Record_3_Peak_intensity_max_peak_1-Record_3_Peak_intensity_peak_1",NA,80,11,0.180728698481518,0.180728698481518,0.361457396963037,0.052744444444444,0.0686034147414736
"10","0.25-0.75",0.987594594059406,0.0222164623323238,0.695244663366337,0.0205065290808938,0.304755336633663,0.0205065290808938,NA,"Record_3_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_peak_2-Record_2_Sensitivity_component_1-Record_1_Peak_intensity_integrated_peak_1-Record_1_Intensity_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Sensitivity_component_1-Record_2_Intensity_component_1-Record_3_Peak_intensity_max_peak_1-Record_3_Peak_intensity_peak_1-Record_1_Peak_intensity_peak_1",NA,80,12,0.17954357638838,0.17954357638838,0.35908715277676,0.056912444444444,0.0539551177117708
"11","0.25-0.75",0.987212366336634,0.0142354090961396,0.693317603960396,0.0123990820104387,0.306682396039604,0.0123990820104387,NA,"Record_3_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_peak_2-Record_2_Sensitivity_component_1-Record_1_Peak_intensity_integrated_peak_1-Record_1_Intensity_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Sensitivity_component_1-Record_2_Intensity_component_1-Record_3_Peak_intensity_max_peak_1-Record_3_Peak_intensity_peak_1-Record_1_Peak_intensity_peak_1-Record_3_Peak_intensity_peak_2",NA,80,13,0.179860550233786,0.179860550233786,0.359721100467571,0.054976444444444,0.0578092365236519
"12","0.25-0.75",0.984862950495049,0.0283916781358116,0.696913336633663,0.0212324571664597,0.303086663366337,0.0212324571664597,NA,"Record_3_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_peak_2-Record_2_Sensitivity_component_1-Record_1_Peak_intensity_integrated_peak_1-Record_1_Intensity_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Sensitivity_component_1-Record_2_Intensity_component_1-Record_3_Peak_intensity_max_peak_1-Record_3_Peak_intensity_peak_1-Record_1_Peak_intensity_peak_1-Record_3_Peak_intensity_peak_2-Record_3_Peak_intensity_integrated_peak_1",NA,80,14,0.179266104496251,0.179266104496251,0.358532208992501,0.049330444444444,0.0506177711771172
